no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value,p_0_education,p_1_education,p_0_self_employed,p_1_self_employed
1.6829068609544164,1.0093368516622456,1.6257686890697072,-0.8596341614051408,-0.18740060712783776,-0.2735963215970626,2.060091980193693,0.07782672183924488,1.161720353791075,1,0.6015805179694237,0.3761792452830189,0.6238207547169812,0.38072575847709694,0.619274241522903
-0.5936338125093712,1.6143782662836286,2.078325500225563,0.189686937557765,0.63739678272969,2.509084423724001,1.2222201481036672,2.4983539875098524,0.8823129269676249,1,2.4297827673525103,0.3761792452830189,0.6238207547169812,0.37773933102652824,0.6222606689734718
-1.3524807036639672,-1.5176008211682352,-1.3544834819566602,-0.5098604617508389,0.4747606776873606,-0.8301324706612753,-0.9190078672375108,-1.339599154454354,-1.3219012179729264,1,-1.313678981384286,0.38219895287958117,0.6178010471204188,0.38072575847709694,0.619274241522903
-0.5936338125093712,-0.05838329178725327,-0.22861043956892146,1.2390080365206708,0.8929678049390648,0.09742777777907917,-0.40697508096027263,0.1432463776681802,0.6960413090853248,1,0.13556817989138206,0.38219895287958117,0.6178010471204188,0.37773933102652824,0.6222606689734718
1.6829068609544164,-0.7346060493052693,-0.4493698596449487,0.189686937557765,-0.9250715121412605,0.14380579020109688,-0.5931688214247229,-0.8598550117088282,-0.9183127125612761,0,-0.6274630110276093,0.38219895287958117,0.6178010471204188,0.37773933102652824,0.6222606689734718
0.9240599697998205,-1.6955541784098185,-1.5642049310288861,-0.1600867620965369,1.2705159059301867,-1.062022532771364,-1.105201607701961,-1.5576646738841384,-1.4771275662081764,1,-1.5594876871836925,0.3761792452830189,0.6238207547169812,0.38072575847709694,0.619274241522903
-1.3524807036639672,-1.6955541784098185,-1.6083568150440917,-0.5098604617508389,1.2530906089613656,-1.0774818702453697,-1.105201607701961,-1.53585812194116,-1.4771275662081764,1,-1.5543666724795382,0.3761792452830189,0.6238207547169812,0.37773933102652824,0.6222606689734718
1.6829068609544164,1.2940622232487788,1.9679457901875497,-1.2094078610594428,0.45152694839559926,2.308113036561924,2.2695599382162,1.5279624260473115,-0.20427151067912572,1,1.9586494145703144,0.38219895287958117,0.6178010471204188,0.38072575847709694,0.619274241522903
-1.3524807036639672,1.5076062519386786,1.5153889790316937,-0.8596341614051408,-0.4313547646913319,0.5457485645252504,-0.8026367794472294,0.49215120875583535,1.8757615556732254,0,0.5554913856320349,0.3761792452830189,0.6238207547169812,0.38072575847709694,0.619274241522903
0.16521307864522466,1.5787875948353118,0.5992373857161806,-1.5591815607137447,0.759373861511437,0.9013133264273864,-0.2906039931699912,0.6011839684707275,1.316946702026325,1,0.7449689296857442,0.38219895287958117,0.6178010471204188,0.37773933102652824,0.6222606689734718
